Depth (m),ROP Avg(m/hr),Surface WOB Avg(klb),RPM Surface Avg (rpm),Torque Abs Avg (f-b),SPP Avg (psig),Flow in Pum Avg(gpm),M.wt(ppg),HOB(min),Rev On Bit (krev),Bit Diameter,Nozzle size(in2),pit volume(bbl)
1821,16,14.9,119,3044.7,3294,913,10.60,748,76.5,12.25,72,745.49
1821.5,15.6,14.8,119,3069.4,3263,912,10.60,750,76.7,12.25,72,749.42
1822,14.4,14.7,119,3067.6,3222,912,10.60,752,77,12.25,72,752.99
1822.5,10.7,12.8,119,2835.7,3179,912,10.60,755,77.4,12.25,72,753.7
1823,16.2,13.8,119,3062.2,3152,912,10.60,757,77.6,12.25,72,754.68
1823.5,15.7,15.4,119,3226,3139,912,10.60,759,77.9,12.25,72,756.27
1824,12.6,14.3,119,3008.5,3132,913,10.60,761,78.2,12.25,72,756.6
1824.5,15.8,16.1,119,3195.1,3116,913,10.60,763,78.4,12.25,72,756.72
1825,16.4,15.3,119,3093.1,3113,913,10.60,765,78.6,12.25,72,754.81
1825.5,16.8,14.8,119,3039.3,3110,913,10.60,767,78.8,12.25,72,753.91
1826,17.6,14.6,119,2997.1,3118,913,10.60,769,79,12.25,72,754.99
1826.5,17.7,14.9,119,3063.3,3118,913,10.60,770,79.2,12.25,72,755.01
1827,18.4,15.6,119,3256.5,3113,913,10.60,772,79.4,12.25,72,755.83
1827.5,16.7,13.9,119,3152.3,3098,913,10.60,774,79.6,12.25,72,754.66
1828,16.8,14.1,119,3113.8,3085,914,10.60,776,79.9,12.25,72,755.39
1828.5,16.1,14.2,119,3050.1,3055,914,10.60,778,80.1,12.25,72,755.31
1829,15.8,15.5,119,3091.2,3047,914,10.60,779,80.3,12.25,72,753.69
1829.5,15.8,17.5,119,3239.3,3046,914,10.60,781,80.5,12.25,72,750.88
1830,16.5,16.8,119,3195.1,3042,914,10.60,783,80.7,12.25,72,750.92
1830.5,18.3,17.2,119,3237.6,3054,914,10.60,785,80.9,12.25,72,751.22
1831,19,18.7,119,3600.9,3045,914,10.60,786,81.1,12.25,72,751.1
1831.5,18.7,17.7,119,3549.5,3051,914,10.60,788,81.3,12.25,72,751.04
1832,18.5,16.9,119,3285.5,3063,914,10.60,790,81.5,12.25,72,750.42
1832.5,18.8,17.1,119,3244.6,3074,914,10.60,791,81.7,12.25,72,749.9
1833,19.2,17.4,119,3258.5,3085,914,10.60,793,81.9,12.25,72,747.82
1833.5,19.9,17.6,119,3399.3,3089,914,10.60,794,82.1,12.25,72,746.08
1834,19.2,19.2,119,3567.2,3112,913,10.60,796,82.3,12.25,72,744.86
1834.5,18,19.4,119,3385.6,3119,913,10.60,798,82.5,12.25,72,743.42
1835,16.6,19.9,119,3360.5,3141,913,10.60,799,82.7,12.25,72,743.05
1835.5,16.7,20.1,119,3659.3,3157,913,10.60,801,82.9,12.25,72,740.89
1836,16.9,22,119,3677.2,3180,913,10.60,803,83.1,12.25,72,739.32
1836.5,16.9,19.7,119,3315.7,3178,913,10.60,805,83.3,12.25,72,738.67
1837,18,19.3,119,3199.8,3189,913,10.60,806,83.5,12.25,72,738.22
1837.5,16.7,20.4,119,3069,3215,913,10.60,808,83.7,12.25,72,735.79
1838,13.9,18.5,119,2944.2,3210,912,10.60,810,84,12.25,72,736.74
1838.5,12.9,16.4,119,2787.2,3190,913,10.60,813,84.3,12.25,72,740.86
1839,13,17,119,2777.2,3184,913,10.60,815,84.5,12.25,72,742.19
1839.5,13,17.2,119,2896.6,3181,913,10.60,817,84.8,12.25,72,743.1
1840,13.7,18,119,2923.8,3177,913,10.60,820,85.1,12.25,72,741.13
1840.5,13.7,19.1,119,2911,3182,913,10.60,822,85.3,12.25,72,740.83
1841,14.1,19.8,119,2884,3183,913,10.60,824,85.6,12.25,72,742.6
1841.5,13.9,20.5,119,2921.6,3182,913,10.60,826,85.9,12.25,72,745.04
1842,15.9,19.4,119,3020.5,3168,913,10.60,828,86.1,12.25,72,744.75
1842.5,13.8,19.2,119,2930,3163,913,10.60,830,86.3,12.25,72,744.96
1843,12.1,20,119,2865.1,3174,913,10.60,833,86.6,12.25,72,743.83
1843.5,11.9,20.4,119,2857.9,3178,913,10.60,835,86.9,12.25,72,743.15
1844,13.1,18.9,119,2899.5,3167,913,10.60,837,87.2,12.25,72,741.15
1844.5,14.5,17.6,119,2881.6,3168,913,10.60,840,87.5,12.25,72,738.33
1845,13,18.4,119,2857.1,3186,912,10.60,842,87.7,12.25,72,736.88
1845.5,11.4,18.8,119,2905.5,3198,912,10.60,845,88.1,12.25,72,735.64
1846,10.9,15.2,119,2789,3173,913,10.60,847,88.4,12.25,72,734.56
1846.5,11.6,14.1,119,2750.1,3169,913,10.60,850,88.7,12.25,72,736.3
1847,12.4,14.4,119,2748.7,3185,913,10.60,852,89,12.25,72,738.15
1847.5,12,15.1,119,2719.7,3214,912,10.60,855,89.3,12.25,72,738.11
1848,11,17.1,119,2709.1,3227,912,10.60,858,89.6,12.25,72,737.68
1848.5,10.5,17,119,2789.5,3223,911,10.60,861,90,12.25,72,733.91
1849,8,14.5,119,2544.6,3212,911,10.60,865,90.5,12.25,72,715.82
1849.5,12,8.8,119,2420.7,3211,909,10.60,867,90.8,12.25,72,710.8
1850,13,9.3,119,2491.9,3203,908,10.60,870,91.1,12.25,72,708.54
1850.5,15.4,11,119,2654.1,3192,909,10.60,872,91.3,12.25,72,708.71
1851,13.9,11.7,119,2646,3196,909,10.60,874,91.6,12.25,72,708.47
1851.5,9.2,11.2,119,2617.6,3195,909,10.60,878,92,12.25,72,709.88
1852,11.2,11.1,119,2598.6,3203,908,10.60,880,92.3,12.25,72,709.53
1852.5,14.6,12.6,119,2811.5,3207,907,10.60,883,92.6,12.25,72,705.76
1853,13.6,12.6,119,2893,3202,909,10.60,885,92.8,12.25,72,707.6
1853.5,13.7,11.4,119,2685.6,3212,909,10.60,887,93.1,12.25,72,708.51
1854,13.4,11.3,119,2601.6,3220,909,10.60,889,93.4,12.25,72,707.12
1854.5,14.4,10.9,119,2675.4,3211,909,10.60,891,93.6,12.25,72,706.48
1855,16.8,11.3,119,2797.3,3214,909,10.60,893,93.8,12.25,72,706.8
1855.5,13.7,10.5,119,2750.5,3212,909,10.60,895,94.1,12.25,72,706.34
1856,14.4,9.7,119,2694.2,3216,909,10.60,897,94.4,12.25,72,705.55
1856.5,14.5,9.2,119,2730.3,3217,909,10.60,900,94.6,12.25,72,707.32
1857,14.8,9.5,119,2774,3222,909,10.60,902,94.9,12.25,72,707.72
1857.5,15.1,9.9,119,2746,3227,909,10.60,904,95.1,12.25,72,706.82
1858,14.9,10.8,119,2754.5,3239,909,10.60,906,95.3,12.25,72,706.82
1858.5,14.7,10.7,119,2763.8,3236,909,10.60,908,95.6,12.25,72,708.33
1859,15.3,10.4,119,2700.6,3243,909,10.60,910,95.8,12.25,72,707.82
1859.5,13.1,10.5,119,2633.9,3238,909,10.60,912,96.1,12.25,72,707.45
1860,14.7,9.8,119,2607.7,3233,909,10.60,914,96.3,12.25,72,707.79
1860.5,14.9,9.1,119,2688.5,3229,909,10.60,916,96.6,12.25,72,708.93
1861,19.3,8.7,119,2830.8,3217,909,10.60,918,96.8,12.25,72,706.96
1861.5,25.1,9.6,119,2930.7,3218,909,10.60,919,96.9,12.25,72,708.54
1862,25.3,11.9,119,2970.4,3243,909,10.60,920,97.1,12.25,72,705.49
1862.5,22.1,11.5,119,2859.8,3238,909,10.60,922,97.2,12.25,72,705.22
1863,13.6,8.8,119,2572.7,3230,909,10.60,924,97.5,12.25,72,705.01
1863.5,13.8,9.5,119,2641.6,3231,909,10.60,926,97.8,12.25,72,705.59
1864,14.8,8.9,119,2675,3226,909,10.60,928,98,12.25,72,705.64
1864.5,14.7,8,119,2658.1,3211,909,10.60,930,98.3,12.25,72,703.07
1865,14,7.8,119,2697.6,3212,909,10.60,932,98.5,12.25,72,701.62
1865.5,14.5,8,119,2732,3210,909,10.60,934,98.8,12.25,72,703.06
1866,13.3,8.2,119,2762.5,3211,909,10.60,937,99,12.25,72,701.63
1866.5,12.5,8.9,119,2791.2,3210,909,10.60,939,99.3,12.25,72,700.71
1867,12.5,9.1,119,2845.3,3214,909,10.60,942,99.6,12.25,72,701.23
1867.5,12.7,8.7,119,2792.2,3211,909,10.60,944,99.9,12.25,72,702.24
1868,15.5,10.3,119,2914.9,3227,909,10.60,946,100.1,12.25,72,699.8
1868.5,14.1,11,119,2975.6,3233,909,10.60,948,100.4,12.25,72,698.72
1869,13.9,11.4,119,2987.2,3230,909,10.60,950,100.7,12.25,72,698.75
1869.5,12.8,10.3,119,2960.2,3217,909,10.60,953,100.9,12.25,72,696.57
1870,11.6,7.7,119,2778.3,3206,909,10.60,955,101.2,12.25,72,695.33
1870.5,13,6.5,119,2735.4,3198,909,10.60,957,101.5,12.25,72,696.79
1871,13.3,7.1,119,2762.1,3208,909,10.60,960,101.8,12.25,72,696.9
1871.5,12.5,7.4,119,2832.1,3209,909,10.60,962,102.1,12.25,72,695.46
1872,11.8,6.8,119,2798.3,3206,909,10.60,965,102.4,12.25,72,695.85
1872.5,11.3,6.3,119,2713.7,3205,909,10.60,967,102.7,12.25,72,695.46
1873,11.6,6.3,119,2648.6,3206,909,10.60,970,103,12.25,72,693.26
1873.5,13.5,7.2,119,2729.4,3207,909,10.60,972,103.3,12.25,72,693.31
1874,13.2,7.1,119,2736.4,3197,909,10.60,975,103.6,12.25,72,692.82
1874.5,11.9,8.3,119,2720.9,3193,909,10.60,977,103.9,12.25,72,691.06
1875,11.4,7.4,119,2611.2,3194,909,10.60,980,104.2,12.25,72,690.96
1875.5,10.5,6.9,119,2594.7,3189,909,10.60,983,104.5,12.25,72,688.27
1876,8.9,6.9,119,2568.3,3191,909,10.60,986,105,12.25,72,685.01
1876.5,6,6.9,119,2577,3181,909,10.60,990,105.4,12.25,72,680.63
1877,7.4,6.6,119,2368.1,3166,911,10.60,994,105.9,12.25,72,645.57
1877.5,12.4,9.3,119,2376.3,3147,913,10.60,998,106.4,12.25,72,642.06
1878,13.7,11.2,119,2463,3147,914,10.60,1000,106.6,12.25,72,648.13
1878.5,13.7,12.8,119,2603.2,3170,914,10.60,1002,106.9,12.25,72,644.69
1879,14.1,14.3,119,2613.3,3250,914,10.60,1005,107.1,12.25,72,640.15
1879.5,18.2,17.2,119,2912.4,3297,915,10.60,1006,107.4,12.25,72,641.93
1880,12.6,14.8,119,2742.9,3293,915,10.60,1009,107.7,12.25,72,637.32
1880.5,11.2,13.6,119,2657.2,3281,915,10.60,1011,108,12.25,72,613.89
1881,11.1,14,119,2581,3276,915,10.60,1014,108.3,12.25,72,638.68
1881.5,11.1,12.9,119,2521.6,3249,914,10.60,1017,108.6,12.25,72,649.29
1882,12.8,13.1,119,2588.5,3230,914,10.60,1019,108.9,12.25,72,645.78
1882.5,16.1,14.9,119,2744.8,3233,914,10.60,1021,109.1,12.25,72,636.09
1883,17.1,15.5,119,2825.4,3230,914,10.60,1023,109.3,12.25,72,642.72
1883.5,15.8,13.7,119,2673.2,3217,914,10.60,1025,109.6,12.25,72,645.48
1884,15.8,13.8,119,2641.5,3216,914,10.60,1027,109.8,12.25,72,645.47
1884.5,17.4,15,120,2873.3,3222,914,10.60,1029,110,12.25,72,644.27
1885,18.2,16.4,119,3009.5,3222,914,10.60,1030,110.2,12.25,72,642.69
1885.5,17.5,17.7,120,3117.1,3222,914,10.60,1032,110.4,12.25,72,633.06
1886,18,16.7,119,3101.3,3222,914,10.60,1034,110.6,12.25,72,643.91
1886.5,17.5,14,119,2933.3,3225,914,10.60,1035,110.8,12.25,72,649.94
1887,16.9,13.8,119,2865.7,3252,914,10.60,1037,111,12.25,72,647.54
1887.5,16.6,13.7,119,2879.7,3244,911,10.60,1039,111.2,12.25,72,646.61
1888,16.7,12.4,119,2840.4,3233,899,10.60,1041,111.5,12.25,72,643.93
1888.5,16.6,11.9,120,2815.2,3230,846,10.60,1042,111.7,12.25,72,656.52
1889,16.1,12.7,119,2813.5,3242,898,10.60,1044,111.9,12.25,72,657.34
1889.5,15.3,15,120,2942.9,3245,913,10.60,1046,112.1,12.25,72,640.72
1890,15.4,14.4,120,2930.7,3240,913,10.60,1048,112.4,12.25,72,636.13
1890.5,15.5,13.2,120,2847.3,3230,913,10.60,1050,112.6,12.25,72,643.67
1891,15.1,14,120,2893.3,3234,913,10.60,1052,112.8,12.25,72,646.88
1891.5,14.8,15.2,120,2918.2,3242,913,10.60,1054,113.1,12.25,72,652.35
1892,14.9,16.1,120,2976.2,3247,913,10.60,1056,113.3,12.25,72,669.15
1892.5,16.7,16.6,120,3082.8,3241,913,10.60,1058,113.5,12.25,72,674.18
1893,18.4,17.3,120,3077.7,3252,913,10.60,1060,113.7,12.25,72,672.85
1893.5,17.1,16.1,120,2941.5,3259,913,10.60,1061,113.9,12.25,72,657.11
1894,16.7,15.4,120,2935.1,3271,913,10.60,1063,114.1,12.25,72,669.04
1894.5,18.3,16.4,120,3136.8,3272,913,10.60,1065,114.3,12.25,72,671.47
1895,17.9,16.2,120,3168.4,3270,913,10.60,1067,114.5,12.25,72,651.82
1895.5,17.4,14.8,120,3062.8,3273,913,10.60,1068,114.8,12.25,72,650.05
1896,16.5,14.7,120,2975.7,3270,913,10.60,1070,115,12.25,72,652.15
1896.5,15.8,15.6,120,3100.8,3283,913,10.60,1072,115.2,12.25,72,676.87
1897,15.4,16.6,120,3039,3291,913,10.60,1074,115.4,12.25,72,683
1897.5,14.9,18.3,120,2897.3,3314,914,10.60,1076,115.7,12.25,72,684.07
1898,14.6,19.2,120,2926.8,3318,914,10.60,1078,115.9,12.25,72,681.22
1898.5,12.4,17.1,120,2695,3324,914,10.60,1080,116.2,12.25,72,677.77
1899,11.9,14.3,120,2572.5,3315,914,10.60,1083,116.5,12.25,72,656.7
1899.5,12.7,11.6,120,2529.7,3295,914,10.60,1085,116.8,12.25,72,660.9
1900,10,9.7,120,2371.6,3296,913,10.60,1089,117.2,12.25,72,678.62
1900.5,9.3,10.3,120,2325,3300,913,10.60,1092,117.6,12.25,72,669.1
1901,10.7,11.2,120,2366.9,3306,914,10.60,1095,117.9,12.25,72,677.34
1901.5,12.6,11.2,120,2419.1,3310,914,10.60,1097,118.2,12.25,72,661.93
1902,12.3,12.7,120,2459.3,3325,914,10.60,1099,118.5,12.25,72,652.31
1902.5,12.7,13.5,120,2522.9,3332,914,10.60,1102,118.8,12.25,72,653.95
1903,13,12.8,120,2546.6,3326,914,10.60,1104,119,12.25,72,661.4
1903.5,13.4,11.1,120,2660.4,3309,914,10.60,1106,119.3,12.25,72,662.12
1904,13.4,9.8,120,2651.8,3298,914,10.60,1109,119.6,12.25,72,669.99
1904.5,13.2,10.3,120,2720.6,3295,914,10.60,1111,119.8,12.25,72,668.99
1905,13.1,10,120,2748,3294,914,10.60,1113,120.1,12.25,72,675.48
1905.5,12.5,9.7,120,2750.9,3294,913,10.60,1116,120.4,12.25,72,692.25
1906,11,7.1,119,2422.5,3319,914,10.60,1118,120.7,12.25,72,692.75
1906.5,12.6,7.4,118,2408.1,3370,916,10.60,1121,121.1,12.25,72,693.76
1907,9.5,7.9,118,2393.1,3396,922,10.60,1125,121.5,12.25,72,699.27
1907.5,5.9,8.1,118,2425.7,3378,923,10.60,1129,122,12.25,72,704.49
1908,12,9.4,118,2499.3,3374,923,10.60,1131,122.3,12.25,72,701.51
1908.5,13.8,10.2,118,2571.9,3359,923,10.60,1136,122.8,12.25,72,706.72
1909,14.2,10.1,118,2552,3356,923,10.60,1139,123.2,12.25,72,703.23
1909.5,13.6,10,118,2595,3352,923,10.60,1141,123.5,12.25,72,713.31
1910,13.4,9.6,118,2626.6,3357,923,10.60,1144,123.7,12.25,72,717.09
1910.5,13.5,9.7,118,2695.8,3355,923,10.60,1146,124,12.25,72,720.64
1911,12.9,10.3,118,2710.4,3370,924,10.60,1148,124.3,12.25,72,723.1
1911.5,13.1,9.2,118,2631.5,3362,924,10.60,1150,124.5,12.25,72,723.43
1912,13.2,8.7,118,2577.8,3358,923,10.60,1153,124.8,12.25,72,705.56
1912.5,13.8,9.8,118,2632.8,3371,924,10.60,1155,125.1,12.25,72,704.32
1913,12.7,10.4,118,2658.9,3372,924,10.60,1157,125.3,12.25,72,716.13
1913.5,14.6,12.1,118,2740.3,3377,924,10.60,1159,125.6,12.25,72,730.89
1914,16.4,12.5,118,2774.4,3373,924,10.60,1161,125.8,12.25,72,717.26
1914.5,14.2,12.7,118,2734.4,3379,924,10.60,1163,126.1,12.25,72,711.18
1915,13.5,12.8,118,2742.6,3376,924,10.60,1166,126.3,12.25,72,710.83
1915.5,12.9,10.7,118,2673.8,3362,924,10.60,1168,126.6,12.25,72,714.12
1916,12.6,9,118,2547.9,3352,923,10.60,1170,126.9,12.25,72,724.49
1916.5,13.9,8.3,118,2524.7,3344,923,10.60,1173,127.1,12.25,72,745.03
1917,14.6,8.7,118,2634.3,3342,923,10.60,1175,127.4,12.25,72,751.53
1917.5,14.9,8.8,118,2678.3,3345,923,10.60,1177,127.6,12.25,72,755.39
1918,13,7.4,118,2557.9,3345,923,10.60,1179,127.9,12.25,72,759.69
1918.5,12.4,7.1,118,2537.9,3342,923,10.60,1181,128.2,12.25,72,756.63
1919,14.4,8.6,118,2679.2,3349,923,10.60,1183,128.4,12.25,72,749.68
1919.5,17.2,10.2,118,2834.4,3352,923,10.60,1185,128.6,12.25,72,756.65
1920,16.1,10.1,118,2869.6,3366,924,10.60,1187,128.9,12.25,72,761.71
1920.5,15,9.9,118,2772.4,3370,914,10.60,1189,129.1,12.25,72,758.92
1921,14,9.4,118,2617.4,3383,871,10.65,1191,129.4,12.25,72,755.35
1921.5,14.8,9.8,118,2662.4,3395,687,10.65,1193,129.6,12.25,72,759.98
1922,13.3,10.3,118,2579.4,3404,675,10.65,1196,129.9,12.25,72,752.8
1922.5,14.7,11,118,2552.3,3408,878,10.65,1198,130.1,12.25,72,758.72
1923,15.3,11.2,118,2614.6,3416,924,10.65,1200,130.3,12.25,72,753.81
1923.5,14.8,9.4,118,2558.3,3399,924,10.65,1202,130.6,12.25,72,735.4
1924,14.8,8,118,2533,3396,924,10.65,1204,130.8,12.25,72,738.27
1924.5,13.7,7.2,118,2552.7,3387,924,10.65,1206,131.1,12.25,72,748.07
1925,13.9,7.6,118,2623,3387,924,10.65,1208,131.3,12.25,72,749.61
1925.5,15.6,8.7,118,2687.4,3395,924,10.65,1210,131.6,12.25,72,755.03
1926,15.3,8.9,118,2641,3395,924,10.65,1212,131.8,12.25,72,750.57
1926.5,15.2,10.8,118,2537.6,3420,924,10.65,1214,132,12.25,72,748.17
1927,16.2,12.2,118,2547.6,3429,925,10.65,1216,132.2,12.25,72,750.01
1927.5,16.3,11.4,118,2527.1,3417,924,10.65,1218,132.5,12.25,72,747.18
1928,16.3,10,118,2555.5,3406,924,10.65,1219,132.7,12.25,72,749.59
1928.5,15.9,9.7,118,2583.4,3400,924,10.65,1221,132.9,12.25,72,746.9
1929,15.4,10.2,118,2565.6,3399,924,10.65,1223,133.1,12.25,72,745.22
1929.5,15,11.8,118,2674,3407,924,10.65,1225,133.4,12.25,72,745.56
1930,14.7,10.3,118,2529.3,3401,924,10.65,1227,133.6,12.25,72,741.06
1930.5,12.6,9.1,118,2445.2,3400,924,10.65,1230,133.9,12.25,72,737.31
1931,11.8,8.8,118,2504.8,3396,924,10.65,1232,134.2,12.25,72,740.03
1931.5,11.7,9.6,118,2501.2,3407,924,10.65,1235,134.5,12.25,72,740.94
1932,12.1,7.6,118,2471.9,3374,923,10.65,1237,134.8,12.25,72,743.57
1932.5,12.6,5.6,119,2334.3,3329,918,10.65,1240,135.1,12.25,72,745.63
1933,14.3,5.1,119,2311.3,3290,912,10.65,1242,135.3,12.25,72,742.68
1933.5,13,4.4,119,2234.5,3301,911,10.65,1244,135.6,12.25,72,731.6
1934,14.9,6,118,2366,3324,911,10.65,1246,135.9,12.25,72,736.22
1934.5,17,8.1,118,2486.8,3331,912,10.65,1248,136.1,12.25,72,737.24
1935,20.5,9.2,118,2627.4,3331,912,10.65,1250,136.2,12.25,72,739.59
1935.5,18.4,7.3,118,2558,3312,912,10.65,1251,136.4,12.25,72,737.53
1936,14.7,5.5,118,2442.7,3300,912,10.65,1253,136.7,12.25,72,737.43
1936.5,17.9,5.2,118,2508,3295,912,10.65,1255,136.9,12.25,72,737.84
1937,16.4,6.1,118,2536.4,3312,912,10.65,1257,137.1,12.25,72,740.09
1937.5,16.8,7.7,118,2616.5,3322,912,10.65,1259,137.3,12.25,72,745.63
1938,15.5,9.6,118,2607.9,3344,913,10.65,1261,137.6,12.25,72,740.87
1938.5,16.6,11.2,118,2632.2,3349,913,10.65,1262,137.8,12.25,72,738.91
1939,15.4,10,118,2571.5,3336,913,10.65,1264,138,12.25,72,739.99
1939.5,13.7,9.2,118,2472.2,3341,913,10.65,1267,138.3,12.25,72,738.58
1940,13,9.8,118,2443.6,3348,913,10.65,1269,138.5,12.25,72,736.74
1940.5,13.3,11.2,118,2522,3358,913,10.65,1271,138.8,12.25,72,737.33
1941,12.4,11.5,118,2531.8,3367,913,10.65,1274,139.1,12.25,72,738.56
1941.5,12.5,11.5,118,2474.8,3366,913,10.65,1276,139.4,12.25,72,737.03
1942,11.9,13.3,118,2448.1,3381,914,10.65,1279,139.7,12.25,72,734.82
1942.5,12.7,11.1,118,2476.5,3367,913,10.65,1281,140,12.25,72,729.43
1943,13.7,10.1,118,2523.7,3349,913,10.65,1283,140.2,12.25,72,735.51
1943.5,13,10.2,119,2542.7,3351,913,10.65,1285,140.5,12.25,72,738.19
1944,12.1,10.7,118,2589.5,3354,913,10.65,1288,140.8,12.25,72,739.3
1944.5,12.6,12.1,118,2623,3368,913,10.65,1290,141.1,12.25,72,734.33
1945,13.1,12.2,119,2678.1,3367,913,10.65,1293,141.3,12.25,72,738.29
1945.5,15.9,11.5,118,2753.7,3350,913,10.65,1294,141.6,12.25,72,737.94
1946,17,10.8,118,2673.3,3345,913,10.65,1296,141.8,12.25,72,738.89
1946.5,15.9,10.5,118,2581.2,3342,912,10.65,1298,142,12.25,72,741.88
1947,16.7,11.6,119,2643.4,3353,913,10.65,1300,142.2,12.25,72,741.06
1947.5,16.2,11.8,119,2637.4,3353,913,10.65,1302,142.4,12.25,72,740.04
1948,14.7,11.6,119,2636.9,3348,913,10.65,1304,142.7,12.25,72,738.51
1948.5,15.6,12.1,119,2629.8,3354,913,10.65,1306,142.9,12.25,72,737.8
1949,16,12.4,119,2666.9,3354,913,10.65,1308,143.1,12.25,72,737.05
1949.5,15.6,13,119,2637.2,3365,913,10.65,1310,143.4,12.25,72,736.86
1950,15.8,9.7,118,2672.6,3331,912,10.65,1311,143.6,12.25,72,736.49
1950.5,15.8,6.9,118,2563.4,3311,912,10.65,1313,143.8,12.25,72,740
1951,15,6.3,118,2501.8,3311,912,10.65,1315,144,12.25,72,736.33
1951.5,15.6,6.9,119,2540.7,3317,912,10.65,1317,144.3,12.25,72,736.69
1952,15.2,8.1,118,2693.6,3326,912,10.65,1319,144.5,12.25,72,739.34
1952.5,14.9,9.8,119,2923.2,3337,912,10.65,1321,144.8,12.25,72,734.4
1953,15.5,9.2,119,2908,3332,912,10.65,1323,145,12.25,72,724
1953.5,13.5,8.5,119,2804.5,3336,912,10.65,1325,145.2,12.25,72,734.39
1954,12.6,8.6,119,2671.2,3343,913,10.65,1328,145.5,12.25,72,739.95
1954.5,13.1,9.2,118,2613.6,3344,913,10.65,1330,145.8,12.25,72,736.89
1955,12.9,9.3,119,2577.2,3346,913,10.65,1332,146.1,12.25,72,737.39
1955.5,13,11,119,2622.7,3354,913,10.65,1335,146.4,12.25,72,735.02
1956,14.3,7.9,119,2655.9,3320,912,10.65,1337,146.6,12.25,72,731.75
1956.5,14.7,6.5,119,2630.7,3278,912,10.65,1339,146.8,12.25,72,725.89
1957,14.7,5.4,119,2575.8,3217,910,10.65,1341,147.1,12.25,72,733.93
1957.5,15.3,5.5,119,2606,3178,910,10.65,1343,147.3,12.25,72,739.5
1958,15.9,6.4,119,2706.3,3166,910,10.65,1345,147.5,12.25,72,740.68
1958.5,17.5,6.4,119,2735.7,3159,910,10.65,1347,147.8,12.25,72,740.42
1959,17.1,6.3,119,2761.1,3159,910,10.65,1348,148,12.25,72,739.29
1959.5,16.1,6,119,2738.1,3154,909,10.65,1350,148.2,12.25,72,738.37
1960,16.3,6,119,2684.3,3153,908,10.65,1352,148.4,12.25,72,735.79
1960.5,15.8,6.7,119,2685.2,3156,909,10.65,1354,148.6,12.25,72,737.77
1961,15.2,8.3,119,2762.1,3171,910,10.65,1356,148.9,12.25,72,736.93
1961.5,15.2,9.5,119,2854.5,3176,910,10.65,1358,149.1,12.25,72,735.71
1962,11.7,8.6,119,2660.7,3182,910,10.65,1361,149.4,12.25,72,726.75
1962.5,10.1,6.4,118,2370.8,3179,911,10.65,1364,149.8,12.25,72,679.23
1963,13,6.6,120,2412,3151,914,10.65,1366,150.1,12.25,72,669.49
1963.5,12.8,7.4,120,2513.3,3119,915,10.65,1369,150.4,12.25,72,698.53
1964,8.2,7.8,120,2562.8,3094,916,10.65,1372,150.8,12.25,72,752.21
1964.5,15,8.4,120,2628.5,3090,916,10.65,1374,151,12.25,72,745.18
1965,16.4,8.3,120,2622.4,3083,916,10.65,1377,151.4,12.25,72,737.16
1965.5,15.3,8.5,120,2605.4,3085,916,10.65,1380,151.8,12.25,72,732.87
1966,16.8,8.4,120,2630.8,3080,916,10.65,1382,152,12.25,72,736.84
1966.5,17.3,8.7,121,2724.1,3078,916,10.65,1384,152.2,12.25,72,737.39
1967,17.2,9,121,2747.5,3085,916,10.65,1385,152.4,12.25,72,735.26
1967.5,16.2,9.9,121,2726.3,3102,916,10.65,1387,152.6,12.25,72,744.97
1968,12.2,8.1,121,2577.4,3102,916,10.65,1390,153,12.25,72,748.77
1968.5,16.6,9.9,121,2689.5,3107,916,10.65,1392,153.2,12.25,72,749.16
1969,17.6,11.6,121,2798.4,3119,916,10.65,1394,153.4,12.25,72,753.16
1969.5,16.8,11.2,121,2753.1,3120,916,10.65,1395,153.6,12.25,72,752.61
1970,17,11,121,2735.6,3120,916,10.65,1397,153.8,12.25,72,746.78
1970.5,16.9,12,121,2713.2,3138,916,10.65,1399,154,12.25,72,745.05
1971,16.2,12,121,2724.3,3139,915,10.65,1401,154.3,12.25,72,745.31
1971.5,15.3,11.8,121,2702.2,3145,915,10.65,1403,154.5,12.25,72,744.64
1972,14.2,12,121,2626.5,3142,916,10.65,1405,154.7,12.25,72,734.9
1972.5,13.5,13.5,121,2619.8,3155,915,10.65,1407,155,12.25,72,746.36
1973,12.9,13.3,121,2614.5,3157,915,10.65,1409,155.3,12.25,72,759.62
1973.5,13.1,14.7,121,2642,3170,915,10.65,1412,155.6,12.25,72,740.37
1974,13.8,15,121,2699.8,3172,915,10.65,1414,155.8,12.25,72,732.37
1974.5,13.9,15.5,121,2661.9,3176,915,10.65,1416,156.1,12.25,72,733.89
1975,13.8,15.6,121,2747,3182,915,10.65,1418,156.4,12.25,72,732.55
1975.5,14.2,10.5,121,2776,3138,915,10.65,1420,156.6,12.25,72,736.42
1976,12.3,7.6,121,2597.4,3122,915,10.65,1423,156.9,12.25,72,735.8
1976.5,13.1,9.4,121,2609.2,3136,915,10.65,1425,157.2,12.25,72,735.08
1977,14,10.4,121,2700.6,3138,915,10.65,1427,157.4,12.25,72,735.48
1977.5,13.8,10.2,121,2695.2,3143,915,10.65,1429,157.7,12.25,72,736.2
1978,13.1,9.5,121,2644.7,3144,915,10.65,1432,158,12.25,72,737.29
1978.5,10.1,11.5,121,2704.6,3164,915,10.65,1435,158.4,12.25,72,734.25
