Depth (m),ROP Avg(m/hr),Surface WOB Avg(klb),RPM Surface Avg (rpm),Torque Abs Avg (f-b),SPP Avg (psig),Flow in Pum Avg(gpm),M.wt(ppg),HOB(min),Rev On Bit (krev),Bit Diameter,Nozzle size(in2),pit volume(bbl)
1506.5,10.1,5.7,119,2762.6,2855,1015,10.50,1804,205.3,17.50,78,650.57
1507,6.5,4.2,119,2484.5,2839,1015,10.50,1809,205.9,17.50,78,647.49
1507.5,7.4,3.9,119,2513.6,2820,1015,10.50,1813,206.4,17.50,78,645.95
1508,8.8,4.3,119,2568.6,2813,1015,10.50,1817,206.8,17.50,78,645.98
1508.5,10.7,5.1,119,2688.1,2813,1015,10.50,1820,207.2,17.50,78,646.45
1509,12.2,5.8,119,2719.1,2815,1015,10.50,1822,207.5,17.50,78,648.5
1509.5,12.2,5.8,119,2708.1,2816,1015,10.50,1825,207.7,17.50,78,649.87
1510,11.3,5.1,119,2615.8,2819,1015,10.50,1827,208.1,17.50,78,649.42
1510.5,10.3,4.3,119,2565.3,2811,1015,10.50,1830,208.4,17.50,78,648.55
1511,9.9,4.2,119,2632.5,2807,1015,10.50,1833,208.8,17.50,78,647.08
1511.5,9.5,4,119,2547.1,2814,1015,10.50,1836,209.1,17.50,78,643.72
1512,9.9,3.7,119,2500.9,2825,1015,10.50,1839,209.5,17.50,78,640.89
1512.5,11.5,4.6,119,2634.2,2841,1014,10.50,1842,209.8,17.50,78,640.04
1513,11,5.4,119,2703.8,2838,1014,10.50,1845,210.1,17.50,78,636.56
1513.5,10,4.3,119,2566.1,2848,1014,10.50,1848,210.5,17.50,78,634.69
1514,9.9,3.8,119,2524.4,2851,1014,10.50,1851,210.9,17.50,78,632.6
1514.5,9.9,4,119,2559.6,2847,1014,10.50,1854,211.2,17.50,78,631.52
1515,10,4,119,2570.3,2849,1014,10.50,1857,211.6,17.50,78,630.11
1515.5,11.1,4.2,119,2601.9,2852,1015,10.50,1860,211.9,17.50,78,631.05
1516,11.4,4.3,119,2605.5,2855,1015,10.50,1862,212.2,17.50,78,631.79
1516.5,13,5.1,119,2714.8,2857,1014,10.50,1864,212.5,17.50,78,632.79
1517,13.1,4.3,119,2627.8,2854,1015,10.50,1867,212.8,17.50,78,633.1
1517.5,13,5,119,2685.8,2838,1015,10.50,1869,213,17.50,78,633.71
1518,11.5,5.5,119,2733.2,2837,1015,10.50,1872,213.4,17.50,78,633.9
1518.5,11.5,5.7,119,2770,2840,1015,10.50,1874,213.7,17.50,78,633.64
1519,11.6,6.4,119,2878.7,2842,1015,10.50,1877,214,17.50,78,632.61
1519.5,10.3,5.9,119,2799.6,2843,1015,10.50,1880,214.4,17.50,78,629.32
1520,10.1,6,119,2802.7,2841,1015,10.50,1883,214.7,17.50,78,632.69
1520.5,11.7,6.4,119,2863.3,2844,1013,10.50,1886,215,17.50,78,632.57
1521,12.9,6.8,119,2900.4,2839,1014,10.50,1888,215.3,17.50,78,630.42
1521.5,13.7,6.6,119,2791.9,2833,1011,10.50,1890,215.6,17.50,78,622.04
1522,8.7,6.9,118,2770.8,2813,1006,10.50,1894,216.1,17.50,78,620.77
1522.5,11.8,7.6,118,2872,2809,1004,10.50,1897,216.4,17.50,78,620.43
1523,12.2,7.7,118,2915.8,2810,1005,10.50,1900,216.7,17.50,78,620.9
1523.5,13.1,8.6,118,3002.1,2804,1006,10.50,1902,217,17.50,78,620.16
1524,8,7,118,2775.6,2809,1006,10.50,1907,217.5,17.50,78,619.67
1524.5,9.8,6.2,119,2710.6,2819,1007,10.50,1910,217.9,17.50,78,619.42
1525,10.6,5.8,119,2754,2840,1011,10.50,1913,218.2,17.50,78,620.29
1525.5,11.4,6.5,119,2819.6,2848,1012,10.50,1915,218.5,17.50,78,618.29
1526,12.2,7.1,118,2900.3,2845,1012,10.50,1918,218.8,17.50,78,619.94
1526.5,12.6,7.7,118,2949.6,2843,1013,10.50,1920,219.1,17.50,78,619.49
1527,12.8,7.3,118,2902.8,2848,1012,10.50,1922,219.4,17.50,78,620.66
1527.5,11.1,6.1,119,2729.3,2853,1012,10.50,1925,219.7,17.50,78,619.63
1528,11.2,5.9,119,2710.6,2872,1012,10.50,1928,220,17.50,78,617.82
1528.5,11,5.8,119,2698.2,2881,1012,10.50,1930,220.3,17.50,78,618.1
1529,11.7,6.3,119,2732.9,2882,1011,10.50,1933,220.7,17.50,78,625.55
1529.5,12.1,6.6,119,2800.1,2893,1011,10.50,1935,220.9,17.50,78,651.64
1530,12.5,7.1,119,2870.7,2910,1010,10.50,1938,221.2,17.50,78,660.19
1530.5,13,7.2,119,2872.2,2895,1011,10.50,1940,221.5,17.50,78,660.51
1531,13.2,7.8,119,2879,2891,1010,10.50,1943,221.8,17.50,78,660.79
1531.5,12.8,8.2,119,2953.4,2899,1010,10.50,1945,222.1,17.50,78,661.26
1532,12.7,8.8,119,3041.7,2911,1010,10.50,1947,222.3,17.50,78,662.31
1532.5,12,8.8,119,3015,2912,1010,10.50,1950,222.6,17.50,78,660.24
1533,11.6,8.9,119,2953.6,2920,1010,10.50,1952,222.9,17.50,78,659.05
1533.5,11.6,8.9,119,2900.1,2925,1010,10.50,1955,223.3,17.50,78,657.8
1534,12.1,8.6,119,2927.7,2928,1010,10.50,1958,223.6,17.50,78,657.37
1534.5,12.4,7.8,119,2904.7,2927,1010,10.50,1960,223.8,17.50,78,656.93
1535,12.5,7.5,119,2843.5,2936,1010,10.50,1962,224.1,17.50,78,658.3
1535.5,12.9,7.5,119,2792.2,2934,1010,10.50,1965,224.4,17.50,78,657.35
1536,12.7,7.3,119,2736.4,2940,1010,10.50,1967,224.7,17.50,78,656.18
1536.5,12.2,7,119,2718.8,2933,1010,10.50,1969,225,17.50,78,655.53
1537,10.3,6.6,119,2609.3,2934,1010,10.50,1972,225.3,17.50,78,655.46
1537.5,8.9,6.5,119,2542,2932,1010,10.50,1976,225.7,17.50,78,654.5
1538,8.7,6.9,119,2572.3,2932,1010,10.50,1979,226.1,17.50,78,655.85
1538.5,8.6,6.3,119,2540.2,2932,1010,10.50,1983,226.6,17.50,78,652.44
1539,8.6,6,119,2535.3,2933,1010,10.50,1986,226.9,17.50,78,650.78
1539.5,9.6,6.4,119,2577.3,2928,1010,10.50,1989,227.3,17.50,78,648.43
1540,10.5,7.1,119,2654.3,2929,1010,10.50,1992,227.7,17.50,78,646.63
1540.5,9.7,7.6,119,2617.4,2927,1010,10.50,1995,228.1,17.50,78,642.68
1541,12,8.7,119,2694,2928,1010,10.50,1998,228.4,17.50,78,644.96
1541.5,13,9.4,119,2806.8,2926,1010,10.50,2000,228.6,17.50,78,645.12
1542,12.5,8.8,119,2774.9,2930,1010,10.50,2003,228.9,17.50,78,644.33
1542.5,11.8,8.7,119,2802.5,2933,1010,10.50,2005,229.2,17.50,78,644.42
1543,10.5,8,119,2737.7,2930,1010,10.50,2008,229.6,17.50,78,643.73
1543.5,10.2,7.5,119,2699.9,2928,1010,10.50,2011,229.9,17.50,78,641.94
1544,11.1,8.4,119,2836.2,2930,1010,10.50,2014,230.2,17.50,78,643.07
1544.5,10.7,8.4,119,2837.1,2928,1010,10.50,2017,230.6,17.50,78,643.07
1545,10.6,8.1,119,2822.5,2929,1010,10.50,2019,230.9,17.50,78,640.95
1545.5,9.9,8,119,2787.4,2930,1010,10.50,2023,231.3,17.50,78,635.92
1546,12,9.8,118,3005.4,2929,1010,10.50,2025,231.6,17.50,78,603.68
1546.5,11.9,9.5,119,2993.3,2927,1010,10.50,2028,231.9,17.50,78,633.68
1547,11.7,9.8,119,2988.1,2923,1008,10.50,2030,232.2,17.50,78,642.35
1547.5,11.1,10.3,119,2954.9,2923,1010,10.50,2033,232.5,17.50,78,640.47
1548,10.8,10.6,119,2931.7,2922,1010,10.50,2036,232.8,17.50,78,639.91
1548.5,10.5,10.3,119,2930.1,2922,1010,10.50,2038,233.1,17.50,78,639.25
1549,11.3,10.9,119,2998,2927,1010,10.50,2041,233.5,17.50,78,634.67
1549.5,8.1,9.1,120,2791.5,2946,1010,10.50,2045,234,17.50,78,608.57
1550,8.1,7.9,121,2713.3,2943,1011,10.50,2049,234.4,17.50,78,606.26
1550.5,10.4,9.4,121,3011.1,2919,1012,10.50,2052,234.8,17.50,78,607.3
1551,11.3,10.5,121,3092.4,2903,1011,10.50,2054,235.1,17.50,78,612.55
1551.5,11.5,11,121,3107.9,2906,1011,10.50,2057,235.4,17.50,78,625.85
1552,10.2,10.7,121,3010.1,2923,1011,10.50,2060,235.8,17.50,78,642.39
1552.5,10.4,11.2,121,3057,2921,1010,10.50,2063,236.1,17.50,78,647.21
1553,8.4,13.7,121,3071.5,2916,1010,10.50,2067,236.6,17.50,78,647.54
1553.5,9.7,10.8,121,3044.9,2925,1010,10.50,2070,236.9,17.50,78,645.93
1554,10.6,9.6,121,2997.5,2933,1010,10.50,2073,237.3,17.50,78,645.86
1554.5,10.7,9.4,120,2976.1,2935,1010,10.50,2075,237.6,17.50,78,645.14
1555,10.5,9.3,120,2940,2938,1010,10.50,2079,238,17.50,78,645.32
1555.5,10.6,9.4,120,2966.7,2944,1009,10.50,2081,238.3,17.50,78,646.87
1556,10.2,8.2,120,2841.4,2938,1009,10.50,2084,238.7,17.50,78,647.29
1556.5,7.7,5.6,120,2546.5,2939,1008,10.50,2088,239.2,17.50,78,649.89
1557,7.7,6.2,120,2584.7,2940,1009,10.50,2092,239.6,17.50,78,649.67
1557.5,6,8,120,2617.3,2941,1009,10.50,2098,240.3,17.50,78,650.94
1558,7.7,6.6,120,2681.6,2945,1009,10.50,2101,240.8,17.50,78,649.61
1558.5,8.5,6.1,120,2663.7,2943,1009,10.50,2105,241.2,17.50,78,647.78
1559,9,6.7,120,2654.3,2942,1008,10.50,2109,241.6,17.50,78,648.68
1559.5,9.2,7.2,120,2719.1,2943,1009,10.50,2112,242,17.50,78,649.32
1560,9.5,7.5,120,2796.5,2946,1008,10.50,2115,242.4,17.50,78,650.32
1560.5,10.6,8.6,119,2866.2,2951,1008,10.50,2118,242.7,17.50,78,645.18
1561,15,11.5,119,3171.2,2977,1007,10.50,2120,243,17.50,78,657.18
1561.5,16.1,12.9,119,3322.1,2979,1007,10.50,2122,243.2,17.50,78,689.73
1562,16.4,13.4,119,3356.7,2968,1007,10.50,2124,243.4,17.50,78,699.35
1562.5,16.2,13.4,118,3349.5,2965,1008,10.50,2126,243.6,17.50,78,697.95
1563,16.2,12.9,118,3300.1,2940,1007,10.50,2127,243.9,17.50,78,699.69
1563.5,16.2,12.6,118,3283.5,2933,1007,10.50,2129,244.1,17.50,78,700.79
1564,15.6,13.8,119,3357.1,2901,1007,10.50,2131,244.3,17.50,78,703.8
1564.5,15.5,13.5,119,3323.8,2900,1006,10.50,2133,244.5,17.50,78,706.53
1565,16.2,13.7,118,3352.1,2884,1006,10.50,2135,244.8,17.50,78,707.87
1565.5,15.8,12.6,119,3217.3,2892,1006,10.50,2137,245,17.50,78,709.38
1566,12.8,12,119,3095.4,2897,1006,10.50,2139,245.3,17.50,78,708.3
1566.5,11.9,11.2,119,2971.5,2903,1006,10.50,2142,245.6,17.50,78,700.02
1567,10.7,10.4,119,2809.5,2903,1006,10.50,2145,245.9,17.50,78,701.55
1567.5,11.8,10.6,119,2892.7,2893,1006,10.50,2147,246.2,17.50,78,701.34
1568,13.4,12,119,3134.5,2862,1005,10.50,2150,246.5,17.50,78,701.4
1568.5,14.3,12.7,119,3250.7,2852,1005,10.50,2152,246.7,17.50,78,700.24
1569,14.4,12.3,119,3197.5,2857,1005,10.50,2154,247,17.50,78,697.29
1569.5,13.9,12.2,119,3162.9,2858,1005,10.50,2156,247.2,17.50,78,695.49
1570,12.9,11.1,119,3031.9,2859,1005,10.50,2158,247.5,17.50,78,694.88
1570.5,11.3,9.8,119,2875.6,2843,1004,10.50,2161,247.8,17.50,78,694.84
1571,9.5,8.5,118,2736.7,2828,1001,10.50,2164,248.2,17.50,78,695.2
1571.5,8.1,9.6,118,2685.8,2844,989,10.50,2168,248.7,17.50,78,703.88
1572,7.5,11.4,118,2587.4,2891,980,10.50,2172,249.1,17.50,78,696.44
1572.5,7.8,12.7,118,2539,2932,985,10.50,2175,249.5,17.50,78,699.7
1573,8.3,14.9,119,2682.8,2952,989,10.50,2179,250,17.50,78,701.73
1573.5,8.7,15.2,119,2693.5,2949,989,10.50,2183,250.4,17.50,78,699.62
1574,8.9,14.6,119,2730.9,2952,989,10.50,2186,250.8,17.50,78,700.15
1574.5,9,8.9,119,2622.8,2953,989,10.50,2189,251.2,17.50,78,700.44
1575,9.4,6.6,119,2523.7,2957,989,10.50,2193,251.6,17.50,78,700.21
1575.5,9.4,6.4,119,2671.1,2957,989,10.50,2196,252,17.50,78,700.55
1576,9.4,6,119,2711.8,2958,989,10.50,2199,252.3,17.50,78,701.28
1576.5,9.7,5.5,119,2814.2,2957,989,10.50,2202,252.7,17.50,78,701.99
1577,10.8,5.4,119,2881.6,2959,989,10.50,2205,253,17.50,78,703.22
1577.5,10.7,5.8,119,2889,2962,989,10.50,2208,253.4,17.50,78,703.84
1578,9.7,5,119,2739.9,2966,990,10.50,2211,253.7,17.50,78,701.67
1578.5,10.7,4.8,119,2565.7,3016,996,10.50,2214,254.1,17.50,78,689.18
1579,13.9,9.3,118,3137,3073,1002,10.50,2216,254.4,17.50,78,685.76
1579.5,13.5,9.1,119,3174.2,3074,1003,10.50,2218,254.6,17.50,78,687.16
1580,10.3,6.9,119,2898.4,3075,1004,10.50,2221,254.9,17.50,78,688.99
1580.5,7.2,6.7,119,2880.6,3071,1004,10.50,2227,255.6,17.50,78,690.12
1581,5.3,7,119,2929.5,3068,1004,10.50,2232,256.2,17.50,78,690.66
1581.5,6.8,5.3,118,2733.7,3068,1005,10.50,2235,256.6,17.50,78,687.92
1582,7.7,5,118,2743.1,3068,1005,10.50,2239,257,17.50,78,687
1582.5,8.5,5,118,2777.2,3070,1005,10.50,2242,257.5,17.50,78,686.51
1583,9,4.9,119,2826.1,3069,1005,10.50,2245,257.8,17.50,78,684.59
1583.5,8.7,4.2,118,2734.1,3057,1005,10.50,2249,258.3,17.50,78,683.36
1584,9.4,5.1,118,2871.4,3043,1004,10.50,2252,258.7,17.50,78,684.03
1584.5,9.8,5.4,119,2971.1,3038,1005,10.50,2255,259,17.50,78,683.65
1585,9.8,5.2,119,2987,3039,1005,10.50,2258,259.4,17.50,78,682.52
1585.5,9.3,4.6,119,2948.8,3040,1005,10.50,2261,259.7,17.50,78,682.06
1586,9.1,4,119,2943,3049,1005,10.50,2265,260.2,17.50,78,680.1
1586.5,9.7,4.2,119,3006.8,3057,1005,10.50,2268,260.5,17.50,78,679.16
1587,9.9,4.2,119,3019.7,3064,1005,10.50,2271,260.9,17.50,78,678.28
1587.5,9.3,5.1,119,3054.5,3067,1005,10.50,2274,261.3,17.50,78,678.16
1588,9.8,4.8,119,2995,3066,1005,10.50,2277,261.6,17.50,78,679.24
1588.5,10,4.4,119,2939.4,3066,1005,10.50,2280,262,17.50,78,678.78
1589,10.2,4.1,119,2933.4,3068,1005,10.50,2283,262.3,17.50,78,677.21
1589.5,10,3.7,119,2906.6,3067,1005,10.50,2286,262.7,17.50,78,676.64
1590,8.8,3.8,119,2909.3,3066,1005,10.50,2290,263.1,17.50,78,675.18
1590.5,8.8,4.3,119,2960.9,3067,1004,10.50,2293,263.5,17.50,78,675.69
1591,9.7,5.1,119,3096.4,3068,1005,10.50,2296,263.9,17.50,78,676.05
1591.5,9.5,4.8,119,3086.4,3068,1005,10.50,2299,264.2,17.50,78,675.31
1592,9.7,4.9,119,3079.1,3066,1005,10.50,2303,264.6,17.50,78,675.16
1592.5,12.1,6.5,119,3264.2,3071,1004,10.50,2305,264.9,17.50,78,674.08
1593,14.3,8,119,3499.9,3072,1004,10.50,2307,265.2,17.50,78,674.47
1593.5,14.4,8.2,119,3549.2,3068,1004,10.50,2309,265.4,17.50,78,674.9
1594,14.4,7.2,119,3442.6,3053,1005,10.50,2311,265.7,17.50,78,673.72
1594.5,12.9,6.1,119,3271.7,3044,1005,10.50,2314,265.9,17.50,78,672.97
1595,13.4,5.7,119,3216.1,3043,1005,10.50,2316,266.2,17.50,78,672.82
1595.5,14.3,7.4,119,3436.2,3048,1005,10.50,2318,266.5,17.50,78,671.1
1596,11.2,5.5,119,3224.7,3046,1004,10.50,2321,266.8,17.50,78,670.35
1596.5,13.4,5.8,119,3293.4,3048,1005,10.50,2323,267.1,17.50,78,667.6
1597,12.8,6.1,119,3331.3,3054,1005,10.50,2326,267.4,17.50,78,667.28
1597.5,12.3,5.9,119,3284.5,3056,1005,10.50,2328,267.6,17.50,78,666.16
1598,13.9,5.9,119,3287.7,3063,1005,10.50,2330,267.9,17.50,78,664.11
1598.5,13.8,6.3,119,3327.4,3062,1005,10.50,2332,268.1,17.50,78,662.33
1599,12.7,5.8,119,3277.2,3061,1005,10.50,2335,268.4,17.50,78,661.73
1599.5,12.5,5.7,119,3247.4,3058,1004,10.50,2337,268.7,17.50,78,660.96
1600,14,7,119,3421.9,3056,1005,10.50,2339,269,17.50,78,660.78
1600.5,13.8,6.2,119,3320.3,3056,1005,10.50,2342,269.2,17.50,78,660.68
1601,14.5,6.3,119,3346.8,3053,1007,10.50,2343,269.5,17.50,78,660.35
1601.5,14.7,6.5,119,3354,3056,1006,10.50,2346,269.7,17.50,78,660.24
1602,14.8,6.6,119,3380.9,3052,1005,10.50,2348,269.9,17.50,78,660.28
1602.5,14,6.4,119,3367.1,3059,1005,10.50,2350,270.2,17.50,78,661.65
1603,14,6.4,119,3352.8,3053,1005,10.50,2352,270.5,17.50,78,661.8
1603.5,14.1,6.8,119,3382.8,3055,1005,10.50,2354,270.7,17.50,78,660.84
1604,15.2,7.7,119,3522.6,3058,1005,10.50,2356,271,17.50,78,660.78
1604.5,14.6,7.8,119,3534.1,3061,1005,10.50,2358,271.2,17.50,78,660.75
1605,13.2,6.3,119,3344.2,3053,1005,10.50,2360,271.5,17.50,78,661.9
1605.5,13.2,5.1,119,3188.4,3047,1005,10.50,2363,271.7,17.50,78,661.09
1606,11.9,5.6,119,3125.7,3031,1003,10.50,2365,272.1,17.50,78,660.34
1606.5,8.6,5.7,119,2804.2,2964,996,10.50,2369,272.5,17.50,78,654.02
1607,8.4,6.5,120,2647.7,2904,992,10.50,2372,272.9,17.50,78,650.14
1607.5,10.7,8,120,2803.5,2858,993,10.50,2376,273.3,17.50,78,636.94
1608,12,9,120,2940.1,2819,993,10.50,2378,273.6,17.50,78,636
1608.5,13.5,9.5,120,3029,2795,994,10.50,2380,273.8,17.50,78,641.14
1609,13.2,10,120,3095.7,2773,995,10.50,2383,274.1,17.50,78,670.14
1609.5,11.4,9.7,120,3048.8,2736,995,10.50,2385,274.4,17.50,78,689.22
1610,12.5,10.2,120,3119.9,2725,998,10.50,2388,274.7,17.50,78,690.73
1610.5,13.9,10.7,120,3226.2,2722,1000,10.50,2390,275,17.50,78,690.51
1611,12.8,9.5,120,3112.2,2739,1007,10.50,2392,275.3,17.50,78,690.87
1611.5,12.8,9.9,120,3189.3,2748,1011,10.50,2394,275.5,17.50,78,692.03
1612,12.2,9.1,120,3113.9,2734,1012,10.50,2397,275.8,17.50,78,691.35
1612.5,13.8,10,120,3289.7,2728,1012,10.50,2399,276.1,17.50,78,691.69
1613,12.4,9.5,120,3232.9,2761,1010,10.50,2402,276.4,17.50,78,689.07
1613.5,9.9,6.9,120,2925.9,2936,1005,10.50,2405,276.8,17.50,78,685.54
1614,11.2,7.2,120,2975.7,3051,1002,10.50,2407,277.1,17.50,78,684.76
1614.5,12.7,7.6,120,3074,3082,1001,10.50,2410,277.4,17.50,78,682.91
1615,12.7,8,120,3097.4,3083,1001,10.50,2412,277.7,17.50,78,682.1
1615.5,13,8.3,120,3166.5,3081,1001,10.50,2415,278,17.50,78,681.85
1616,12.9,8,120,3140.6,3082,1001,10.50,2417,278.2,17.50,78,679.93
1616.5,12.7,7.9,120,3117.4,3086,1001,10.50,2419,278.5,17.50,78,679.54
1617,12.7,7.6,120,3132.5,3086,1002,10.50,2422,278.8,17.50,78,680.4
1617.5,12.9,8,120,3260.6,3084,1002,10.50,2424,279.1,17.50,78,680.3
1618,12.5,9,120,3360.5,3081,1003,10.50,2426,279.4,17.50,78,680.27
1618.5,12.4,8.4,120,3284.4,3082,1003,10.50,2429,279.7,17.50,78,678.56
1619,12,7.3,120,3123.4,3078,1003,10.50,2431,280,17.50,78,679.11
1619.5,12.4,6.7,120,3046.6,3076,1003,10.50,2434,280.2,17.50,78,680.56
1620,12,6.6,120,3077.2,3079,1003,10.50,2436,280.5,17.50,78,679.48
1620.5,11.9,6.5,120,3044.1,3078,1003,10.50,2439,280.8,17.50,78,679.65
1621,12,6.7,120,3035.9,3077,1002,10.50,2441,281.1,17.50,78,679.55
1621.5,12.9,6.9,120,3106,3079,1002,10.50,2444,281.4,17.50,78,679.93
1622,13.3,7.7,120,3221.9,3080,1002,10.50,2446,281.7,17.50,78,681.41
1622.5,12,7,120,3150.5,3083,1002,10.50,2448,282,17.50,78,681.74
1623,10.9,6.7,120,3084.7,3084,1003,10.50,2451,282.3,17.50,78,682.4
1623.5,10.9,6.5,120,3044.8,3082,1002,10.50,2454,282.6,17.50,78,682.32
1624,9.7,6,120,2979.7,3084,1001,10.50,2457,283,17.50,78,682.96
1624.5,9.8,5.5,120,2980.1,3088,1002,10.50,2460,283.4,17.50,78,683.1
1625,10.7,5.8,120,3079.6,3082,1002,10.50,2463,283.7,17.50,78,683.51
1625.5,10.2,5.7,120,3028,3081,1002,10.50,2466,284.1,17.50,78,683.25
1626,10.5,5.9,120,3036.2,3083,1002,10.50,2468,284.4,17.50,78,683.65
1626.5,10.6,6.5,120,3095.6,3080,1002,10.50,2472,284.8,17.50,78,683.27
1627,11.6,7.1,120,3180.9,3076,1002,10.50,2474,285.1,17.50,78,683.62
1627.5,11.5,6.4,120,3110.7,3076,1002,10.50,2477,285.4,17.50,78,683.11
1628,11.3,5.8,120,3038.6,3082,1002,10.50,2479,285.7,17.50,78,682.79
1628.5,11.4,5.9,120,3057.7,3079,1002,10.50,2482,286,17.50,78,682.06
1629,11.3,5.4,120,3018.9,3078,1002,10.50,2485,286.3,17.50,78,681.29
1629.5,10.8,5.2,120,2987.1,3080,1002,10.50,2487,286.6,17.50,78,681
1630,10.8,5.2,120,2976.6,3079,1002,10.50,2490,287,17.50,78,681.4
1630.5,10.9,5.2,120,2965.2,3077,1002,10.50,2493,287.3,17.50,78,680.5
1631,11.3,5.8,120,3029.9,3080,1003,10.50,2496,287.6,17.50,78,680.3
1631.5,11.3,6,120,3046.9,3084,1004,10.50,2498,288,17.50,78,679.86
1632,11.3,6.6,120,3116.7,3083,1002,10.50,2501,288.3,17.50,78,679.29
1632.5,11.9,7.5,120,3254.3,3084,1002,10.50,2503,288.6,17.50,78,678.26
1633,11.2,6.8,120,3165.8,3083,1002,10.50,2506,288.9,17.50,78,678.05
1633.5,10.9,6.7,120,3108.2,3085,1002,10.50,2509,289.2,17.50,78,675.21
1634,9.5,6.1,120,3024.5,3089,1003,10.50,2512,289.6,17.50,78,667.78
1634.5,10.1,5.5,120,2930.1,3104,1005,10.50,2515,290,17.50,78,628.18
1635,10.4,6.2,120,2908.2,3129,1011,10.50,2518,290.3,17.50,78,624.96
1635.5,11.8,5.3,120,2873.9,3161,1013,10.50,2520,290.6,17.50,78,630.02
1636,11.9,7.5,120,3083.2,3110,1014,10.50,2523,290.9,17.50,78,636.63
1636.5,12.6,8.8,120,3251.4,3053,1015,10.50,2525,291.2,17.50,78,638.99
1637,13.6,9,120,3269.4,3030,1016,10.50,2528,291.5,17.50,78,641.83
1637.5,12.3,10,120,3405.4,3023,1016,10.50,2531,291.9,17.50,78,640.97
1638,7.2,7.4,120,3078.9,3033,1016,10.50,2536,292.5,17.50,78,644.05
1638.5,10.5,8.2,120,3241.4,3044,1016,10.50,2540,292.9,17.50,78,645.34
1639,11.4,8.2,120,3290.1,3052,1016,10.50,2542,293.2,17.50,78,644.75
1639.5,11.4,8.9,120,3364.2,3069,1016,10.50,2545,293.5,17.50,78,644.82
1640,12.3,8.8,120,3373.1,3082,1016,10.50,2547,293.8,17.50,78,646.86
1640.5,11.9,8.8,120,3400.7,3082,1016,10.50,2550,294.1,17.50,78,649.04
1641,10.5,8.2,120,3317.2,3089,1015,10.50,2553,294.5,17.50,78,653.01
1641.5,7.7,5.5,120,2993.9,3093,1015,10.50,2557,295,17.50,78,655.95
1642,8.7,5.6,120,3080.9,3085,1015,10.50,2560,295.4,17.50,78,658.08
1642.5,9.9,6,120,3139.8,3087,1015,10.50,2563,295.8,17.50,78,657.63
1643,9.7,6,120,3101.2,3089,1015,10.50,2567,296.2,17.50,78,657.84
1643.5,9.7,5.9,120,3094.8,3100,1015,10.50,2570,296.5,17.50,78,657.64
1644,9.2,6.5,120,3120.2,3117,1015,10.50,2573,296.9,17.50,78,657.43
1644.5,9.3,7.4,120,3214.1,3135,1014,10.50,2576,297.3,17.50,78,658.33
1645,12,8,120,3332,3115,1015,10.50,2579,297.6,17.50,78,661.27
1645.5,11.7,8,120,3339.2,3106,1015,10.50,2581,298,17.50,78,662.63
1646,11.6,7.7,120,3271.3,3105,1014,10.50,2584,298.3,17.50,78,663.07
1646.5,12.4,8.8,120,3370.8,3109,1013,10.50,2586,298.6,17.50,78,665.3
1647,13.2,9,120,3440.8,3116,1014,10.50,2589,298.8,17.50,78,665.83
1647.5,10.7,8,120,3353.7,3127,1014,10.50,2591,299.2,17.50,78,667.01
1648,10.4,7.1,120,3266.6,3136,1014,10.50,2594,299.5,17.50,78,668.15
1648.5,11.3,7.8,120,3424.5,3140,1014,10.50,2597,299.8,17.50,78,670.78
1649,10.6,8.2,120,3399.1,3147,1014,10.50,2600,300.2,17.50,78,673.03
1649.5,11.4,8,120,3425.1,3152,1014,10.50,2603,300.5,17.50,78,673.18
1650,13.4,8.3,120,3545.9,3150,1014,10.50,2605,300.8,17.50,78,673.67
1650.5,13.9,8.5,120,3540.7,3153,1014,10.50,2607,301,17.50,78,674.39
1651,12.2,8.5,120,3456.2,3153,1014,10.50,2609,301.3,17.50,78,673.94
1651.5,12.2,7.7,120,3458.7,3157,1014,10.50,2612,301.6,17.50,78,675.59
1652,13.3,8.9,120,3511.8,3165,1014,10.50,2614,301.9,17.50,78,675.56
1652.5,13.8,9.7,120,3546.9,3165,1014,10.50,2616,302.2,17.50,78,675.01
1653,12.4,8.5,120,3386.2,3164,1014,10.50,2619,302.5,17.50,78,675.34
1653.5,11.5,8.4,120,3336.3,3164,1014,10.50,2621,302.8,17.50,78,674.62
1654,8.4,6.6,120,3057.4,3170,1014,10.50,2625,303.2,17.50,78,674.58
1654.5,8,5.6,120,2976.2,3168,1014,10.50,2629,303.7,17.50,78,675.23
1655,10.8,7.3,120,3236.7,3169,1014,10.50,2631,304,17.50,78,677.02
1655.5,16.5,3,61,1970.8,1866,700,10.50,393,45.4,12.25,72,691.1
1656,13.6,3,50,1986.6,1646,645,10.60,3,0.1,12.25,72,694.23
1656.5,9.4,4.2,50,2152.2,1647,646,10.60,6,0.3,12.25,72,694.8
1657,8.9,4.7,50,2207.7,1648,646,10.60,10,0.5,12.25,72,693.94
1657.5,6.9,4.6,50,2229.3,1645,646,10.60,14,0.7,12.25,72,693.12
1658,6.1,3.1,50,2084.4,1706,659,10.60,19,1,12.25,72,690.17
1658.5,4.9,3.8,50,2136.7,1960,715,10.60,25,1.3,12.25,72,681.93
1659,5.9,7,49,2260.1,2715,878,10.60,31,1.5,12.25,72,679.9
1659.5,7.5,3.3,49,2128.5,2885,921,10.60,35,1.7,12.25,72,679.1
1660,9.3,2.6,49,2075.1,2878,914,10.60,38,1.9,12.25,72,678.53
